dates,JPYBEI5Y,JPYBEI10Y,USDBEI5Y,USDBEI10Y,JPYZeroRate1M,JPYZeroRate5Y,JPYZeroRate10Y,USDZeroRate1M,USDZeroRate5Y,USDZeroRate10Y,JPYFXImpliedRate1M,JPYFXImpliedRate5Y,JPYFXImpliedRate10Y,USDJPYIV1MATM,USDJPYIV5YATM,USDJPYIV10YATM,USDJPY,NK225,SP500,NK225VolatilityIndex,SPXVolatilityIndex
2019/7/26 0:00,0.00123,0.16%,1.58%,1.78%,-0.10%,-0.10%,0.02%,2.24%,1.82%,2.01%,-0.30%,-0.66%,-0.65%,0.0533,0.07265,0.09705,108.68,21658.15,3025.86,0.1534,0.1216
2019/7/29 0:00,0.00125,0.16%,1.58%,1.77%,-0.09%,-0.09%,0.03%,2.23%,1.81%,1.99%,-0.36%,-0.68%,-0.67%,0.0543,0.0728,0.09695,108.78,21616.8,3020.97,0.1557,0.1283
2019/7/30 0:00,0.00129,0.16%,1.59%,1.78%,-0.11%,-0.10%,0.02%,2.23%,1.81%,1.98%,-0.37%,-0.71%,-0.70%,0.0549,0.0736,0.09735,108.61,21709.31,3013.18,0.151,0.1394
2019/7/31 0:00,0.00141,0.16%,1.55%,1.75%,-0.10%,-0.10%,0.01%,2.22%,1.80%,1.95%,-0.33%,-0.70%,-0.70%,0.050925,0.07295,0.09695,108.78,21521.53,2980.38,0.1572,0.1612
2019/8/1 0:00,0.00158,0.17%,1.48%,1.69%,-0.10%,-0.08%,0.03%,2.24%,1.66%,1.82%,-0.32%,-0.66%,-0.65%,0.06255,0.07565,0.09735,107.34,21540.99,2953.56,0.1555,0.1787
2019/8/2 0:00,0.00147,0.14%,1.46%,1.66%,-0.11%,-0.11%,-0.01%,2.23%,1.62%,1.78%,-0.39%,-0.70%,-0.70%,0.07005,0.0769,0.09905,106.59,21087.16,2932.05,0.1793,0.1761
2019/8/5 0:00,0.00139,0.12%,1.39%,1.60%,-0.11%,-0.13%,-0.03%,2.22%,1.44%,1.60%,-0.39%,-0.73%,-0.73%,0.08065,0.07865,0.09915,105.95,20720.29,2844.74,0.2141,0.2459
2019/8/6 0:00,0.00148,0.12%,1.41%,1.62%,-0.10%,-0.13%,-0.02%,2.21%,1.46%,1.61%,-0.37%,-0.72%,-0.71%,0.0731,0.0764,0.09815,106.47,20585.31,2881.77,0.23,0.2017
2019/8/7 0:00,0.00136,0.12%,1.42%,1.63%,-0.11%,-0.14%,-0.03%,2.21%,1.47%,1.61%,-0.35%,-0.71%,-0.68%,0.0789,0.07835,0.098675,106.27,20516.56,2883.98,0.2234,0.1949
2019/8/8 0:00,0.00111,0.12%,1.44%,1.65%,-0.12%,-0.14%,-0.04%,2.20%,1.47%,1.60%,-0.41%,-0.72%,-0.71%,0.07475,0.07655,0.0982,106.07,20593.35,2938.09,0.2106,0.1691
2019/8/9 0:00,0.00067,0.10%,1.44%,1.65%,-0.12%,-0.16%,-0.05%,2.19%,1.51%,1.64%,-0.45%,-0.74%,-0.73%,0.08005,0.0788,0.098875,105.69,20684.82,2918.65,0.1971,0.1797
2019/8/12 0:00,0.00068,0.10%,1.40%,1.61%,-0.12%,-0.16%,-0.05%,2.20%,1.43%,1.54%,-0.46%,-0.75%,-0.74%,0.084,0.0803,0.10025,105.3,,2883.75,,0.2109
2019/8/13 0:00,0.00024,0.07%,1.44%,1.63%,-0.11%,-0.17%,-0.08%,2.20%,1.52%,1.61%,-0.46%,-0.77%,-0.77%,0.075925,0.0782,0.098175,106.74,20455.44,2926.32,0.2132,0.1752
2019/8/14 0:00,0.00023,0.07%,1.38%,1.57%,-0.12%,-0.16%,-0.06%,2.20%,1.42%,1.47%,-0.47%,-0.76%,-0.75%,0.08415,0.0772,0.0982,105.91,20655.13,2840.6,0.1909,0.221
2019/8/15 0:00,0.00015,0.07%,1.35%,1.55%,-0.13%,-0.17%,-0.07%,2.18%,1.36%,1.42%,-0.50%,-0.76%,-0.76%,0.0831,0.08495,0.098625,106.12,20405.65,2847.6,0.2136,0.2118
2019/8/16 0:00,0.00019,0.08%,1.36%,1.55%,-0.12%,-0.16%,-0.07%,2.17%,1.37%,1.45%,-0.45%,-0.75%,-0.75%,0.07855,0.0838,0.097175,106.38,20418.81,2888.68,0.2177,0.1847
2019/8/19 0:00,0.0003,0.10%,1.38%,1.56%,-0.11%,-0.16%,-0.05%,2.17%,1.42%,1.51%,-0.37%,-0.73%,-0.73%,0.078875,0.08325,0.096475,106.64,20563.16,2923.65,0.2043,0.1688
2019/8/20 0:00,0.00047,0.11%,1.35%,1.53%,-0.10%,-0.16%,-0.07%,2.17%,1.38%,1.46%,-0.33%,-0.73%,-0.73%,0.078025,0.08335,0.09695,106.23,20677.22,2900.51,0.1814,0.175
2019/8/21 0:00,0.00052,0.12%,1.37%,1.54%,-0.11%,-0.16%,-0.06%,2.17%,1.42%,1.50%,-0.34%,-0.73%,-0.73%,0.0755,0.0833,0.09675,106.62,20618.57,2924.43,0.1834,0.158
2019/8/22 0:00,0.00049,0.11%,1.38%,1.56%,-0.10%,-0.16%,-0.07%,2.15%,1.45%,1.53%,-0.33%,-0.73%,,0.075,0.07755,0.09745,106.44,20628.01,2922.95,0.1756,0.1668
2019/8/23 0:00,0.00051,0.11%,1.36%,1.54%,-0.10%,-0.16%,-0.06%,2.14%,1.36%,1.45%,-0.35%,-0.73%,,0.085,0.078875,0.09775,105.39,20710.91,2847.11,0.1731,0.1987
2019/8/26 0:00,0.0002,0.08%,1.36%,1.55%,-0.10%,-0.18%,-0.09%,2.14%,1.37%,1.46%,-0.33%,-0.75%,-0.75%,0.0845,0.07855,0.0975,106.12,20261.04,2878.38,0.2081,0.1932
2019/8/27 0:00,-0.00009,0.07%,1.36%,1.54%,-0.10%,-0.18%,-0.09%,2.12%,1.32%,1.39%,-0.33%,-0.75%,-0.76%,0.083125,0.07845,0.0979,105.75,20456.08,2869.16,0.1931,0.2031
2019/8/28 0:00,-0.00033,0.07%,1.38%,1.56%,-0.11%,-0.18%,-0.09%,2.11%,1.31%,1.38%,-0.32%,-0.75%,-0.73%,0.0815,0.07815,0.098,106.12,20479.42,2887.94,0.1895,0.1935
2019/8/29 0:00,-0.00029,0.09%,1.41%,1.59%,-0.14%,-0.17%,-0.09%,2.10%,1.33%,1.39%,-0.54%,-0.74%,-0.76%,0.0785,0.07775,0.0968,106.52,20460.93,2924.58,0.1937,0.1788
2019/8/30 0:00,-0.0001,0.11%,1.36%,1.54%,-0.13%,-0.17%,-0.09%,2.09%,1.32%,1.38%,-0.56%,-0.74%,-0.75%,0.08065,0.0781,0.09665,106.28,20704.37,2926.46,0.181,0.1898
2019/9/2 0:00,-0.00007,0.11%,1.36%,1.54%,-0.12%,-0.17%,-0.08%,2.08%,1.31%,1.38%,-0.56%,-0.74%,-0.74%,0.0791,0.07835,0.0972,106.24,20620.19,,0.1841,
2019/9/3 0:00,-0.00023,0.09%,1.31%,1.51%,-0.14%,-0.18%,-0.10%,2.07%,1.26%,1.34%,-0.58%,-0.74%,-0.75%,0.0803,0.07915,0.09735,105.94,20625.16,2906.27,0.1797,0.1966
2019/9/4 0:00,-0.00014,0.11%,1.32%,1.51%,-0.15%,-0.17%,-0.09%,2.06%,1.25%,1.36%,-0.66%,-0.75%,-0.75%,0.074275,0.07835,0.0972,106.39,20649.14,2937.78,0.175,0.1733
2019/9/5 0:00,-0.00011,0.12%,1.37%,1.56%,-0.14%,-0.15%,-0.07%,2.04%,1.35%,1.45%,-0.64%,-0.73%,-0.72%,0.0691,0.07795,0.09695,106.94,21085.94,2976,0.1648,0.1627
2019/9/6 0:00,-0.00003,0.13%,1.37%,1.55%,-0.14%,-0.15%,-0.06%,2.05%,1.36%,1.45%,-0.62%,-0.70%,-0.69%,0.0665,0.0778,0.09665,106.92,21199.57,2978.71,0.1641,0.15
2019/9/9 0:00,0,0.13%,1.40%,1.58%,-0.15%,-0.15%,-0.06%,2.05%,1.44%,1.54%,-0.64%,-0.71%,-0.69%,0.06465,0.07575,0.0965,107.24,21318.42,2978.43,0.154,0.1527
2019/9/10 0:00,0.00009,0.14%,1.43%,1.61%,-0.15%,-0.14%,-0.04%,2.04%,1.53%,1.62%,-0.62%,-0.70%,-0.66%,0.061975,0.0748,0.0961,107.54,21392.1,2979.39,0.1529,0.152
2019/9/11 0:00,0.00013,0.14%,1.42%,1.60%,-0.15%,-0.12%,-0.01%,2.04%,1.52%,1.63%,-0.55%,-0.67%,-0.63%,0.0627,0.075,0.0955,107.82,21597.76,3000.93,0.1624,0.1461
2019/9/12 0:00,0.00006,0.12%,1.44%,1.62%,-0.15%,-0.12%,-0.01%,2.03%,1.57%,1.66%,-0.59%,-0.67%,-0.63%,0.0633,0.07535,0.0955,108.1,21759.61,3009.57,0.1618,0.1422
2019/9/13 0:00,0.00068,0.15%,1.49%,1.68%,-0.14%,-0.09%,0.03%,2.02%,1.68%,1.79%,-0.52%,-0.64%,-0.57%,0.062175,0.0745,0.09515,108.09,21988.29,3007.39,0.1631,0.1374
2019/9/16 0:00,0.00069,0.15%,1.51%,1.68%,-0.14%,-0.09%,0.03%,2.04%,1.63%,1.73%,-0.62%,-0.63%,-0.57%,0.06565,0.07525,0.09535,108.12,,2997.96,,0.1467
2019/9/17 0:00,0.001,0.15%,1.48%,1.66%,-0.15%,-0.10%,0.02%,2.06%,1.60%,1.69%,-0.59%,-0.65%,-0.59%,0.065775,0.0753,0.09535,108.13,22001.32,3005.7,0.1644,0.1444
2019/9/18 0:00,0.00098,0.14%,1.44%,1.61%,-0.15%,-0.13%,-0.01%,2.04%,1.60%,1.67%,-0.69%,-0.66%,-0.60%,0.06205,0.075075,0.0953,108.45,21960.71,3006.73,0.1679,0.1395
2019/9/19 0:00,0.00111,0.12%,1.45%,1.62%,-0.17%,-0.15%,-0.04%,2.05%,1.59%,1.66%,-0.88%,-0.70%,-0.65%,0.0596,0.0737,0.0945,108.02,22044.45,3006.79,0.1639,0.1405
2019/9/20 0:00,0.00114,0.11%,1.44%,1.61%,-0.13%,-0.15%,-0.03%,2.04%,1.54%,1.61%,-0.50%,-0.70%,-0.65%,0.05855,0.07375,0.0945,107.56,22079.09,2992.07,0.1591,0.1532
2019/9/23 0:00,0.00116,0.11%,1.45%,1.62%,-0.12%,-0.16%,-0.03%,2.02%,1.54%,1.61%,-0.55%,-0.68%,-0.63%,0.0616,0.0757,0.09495,107.55,,2991.78,,0.1491
2019/9/24 0:00,0.00121,0.10%,1.41%,1.58%,-0.12%,-0.17%,-0.05%,2.05%,1.46%,1.52%,-0.66%,-0.69%,-0.65%,0.0651,0.07635,0.09535,107.07,22098.84,2966.6,0.1657,0.1705
2019/9/25 0:00,0.00109,0.09%,1.43%,1.60%,-0.14%,-0.18%,-0.06%,2.05%,1.54%,1.61%,-0.51%,-0.71%,-0.65%,0.0634,0.07635,0.0948,107.77,22020.15,2984.87,0.1761,0.1596
2019/9/26 0:00,0.00114,0.09%,1.40%,1.57%,-0.12%,-0.17%,-0.05%,2.04%,1.51%,1.57%,-0.52%,-0.69%,-0.63%,0.06165,0.07595,0.09455,107.83,22048.24,2977.62,0.1717,0.1607
2019/9/27 0:00,0.00109,0.10%,1.37%,1.53%,-0.11%,-0.16%,-0.04%,2.03%,1.51%,1.58%,-0.26%,-0.68%,-0.62%,0.0613,0.07585,0.09455,107.92,21878.9,2961.79,0.1681,0.1722
2019/9/30 0:00,0.00107,0.11%,1.35%,1.52%,-0.11%,-0.15%,-0.02%,2.02%,1.50%,1.57%,-0.27%,-0.66%,-0.60%,0.0655,0.0758,0.09455,108.08,21755.84,2976.74,0.1735,0.1624
2019/10/1 0:00,0.00171,0.12%,1.34%,1.53%,-0.12%,-0.12%,0.03%,2.01%,1.45%,1.54%,-0.30%,-0.64%,-0.58%,0.0686,0.0765,0.0947,107.75,21885.24,2940.25,0.1591,0.1856
2019/10/2 0:00,0.00106,0.10%,1.30%,1.51%,-0.11%,-0.15%,0.00%,2.00%,1.40%,1.51%,-0.29%,-0.68%,-0.61%,0.07275,0.077475,0.09485,107.18,21778.61,2887.61,0.169,0.2056
2019/10/3 0:00,0.00103,0.09%,1.27%,1.48%,-0.11%,-0.17%,-0.03%,1.99%,1.32%,1.44%,-0.32%,-0.71%,-0.64%,0.07285,0.0779,0.09485,106.92,21341.74,2910.63,0.1905,0.1912
2019/10/4 0:00,0.00071,0.07%,1.28%,1.50%,-0.12%,-0.17%,-0.04%,1.98%,1.34%,1.45%,-0.34%,-0.64%,-0.62%,0.0674,0.07695,0.09465,106.94,21410.2,2952.01,0.183,0.1704
2019/10/7 0:00,0.00066,0.07%,1.29%,1.51%,-0.11%,-0.18%,-0.05%,1.94%,1.38%,1.48%,-0.27%,-0.69%,-0.64%,0.06855,0.077,0.0947,107.26,21375.25,2938.79,0.1815,0.1786
2019/10/8 0:00,0.00082,0.07%,1.25%,1.47%,-0.11%,-0.17%,-0.04%,1.94%,1.33%,1.44%,-0.29%,-0.69%,-0.63%,0.0707,0.0771,0.09485,107.09,21587.78,2893.06,0.1702,0.2028
2019/10/9 0:00,0.0008,0.07%,1.26%,1.49%,-0.11%,-0.16%,-0.03%,1.93%,1.39%,1.50%,-0.35%,-0.68%,-0.62%,0.0692,0.0773,0.0948,107.48,21456.38,2919.4,0.1802,0.1864
2019/10/10 0:00,,0.07%,1.31%,1.52%,-0.12%,-0.16%,-0.03%,1.92%,1.47%,1.59%,-0.35%,-0.68%,-0.63%,0.0672,0.0773,0.0948,107.98,21551.98,2938.13,0.1774,0.1757
2019/10/11 0:00,,0.09%,1.35%,1.56%,-0.11%,-0.14%,-0.01%,1.91%,1.55%,1.66%,-0.29%,-0.67%,-0.61%,0.06365,0.0762,0.09485,108.29,21798.87,2970.27,0.1734,0.1558
2019/10/14 0:00,0.00032,0.09%,1.35%,1.56%,-0.11%,-0.14%,-0.01%,1.89%,1.55%,1.66%,-0.26%,-0.66%,-0.59%,0.06195,0.0762,0.09485,108.4,,2966.15,,0.1457
2019/10/15 0:00,0.00025,0.10%,1.34%,1.57%,-0.10%,-0.13%,0.00%,1.89%,1.59%,1.71%,-0.23%,-0.64%,-0.58%,0.0623,0.0757,0.09465,108.86,22207.21,2995.68,0.157,0.1354
2019/10/16 0:00,0.00026,0.11%,1.36%,1.57%,-0.10%,-0.12%,0.01%,1.88%,1.55%,1.67%,-0.23%,-0.64%,-0.59%,0.0591,0.07585,0.09465,108.76,22472.92,2989.69,0.1571,0.1368
2019/10/17 0:00,0.00016,0.11%,1.39%,1.59%,-0.11%,-0.12%,0.01%,1.85%,1.57%,1.68%,-0.27%,-0.64%,-0.58%,0.05805,0.07585,0.0947,108.66,22451.86,2997.95,0.1545,0.1379
2019/10/18 0:00,0.00022,0.11%,1.54%,1.60%,-0.12%,-0.12%,0.01%,1.85%,1.56%,1.70%,-0.28%,-0.64%,-0.59%,0.0572,0.07565,0.09505,108.45,22492.68,2986.2,0.1563,0.1425
2019/10/21 0:00,0.00017,0.12%,1.53%,1.61%,-0.12%,-0.11%,0.02%,1.82%,1.60%,1.74%,-0.29%,-0.64%,-0.59%,0.05665,0.0755,0.095,108.62,22548.9,3006.72,0.1563,0.14
2019/10/22 0:00,0.00018,0.12%,1.52%,1.61%,-0.12%,-0.11%,0.02%,1.82%,1.57%,1.70%,-0.29%,-0.65%,-0.59%,0.05535,0.0754,0.09505,108.49,,2995.99,,0.1446
2019/10/23 0:00,0.00009,0.11%,1.53%,1.62%,-0.11%,-0.13%,0.00%,1.82%,1.57%,1.70%,-0.20%,-0.64%,-0.60%,0.0548,0.07575,0.09505,108.69,22625.38,3004.52,0.1547,0.1401
2019/10/24 0:00,0.00006,0.11%,1.54%,1.63%,-0.10%,-0.12%,0.01%,1.80%,1.56%,1.70%,-0.19%,-0.63%,-0.58%,0.05355,0.07585,0.095,108.61,22750.6,3010.29,0.1518,0.1371
2019/10/25 0:00,0.00012,0.12%,1.56%,1.66%,-0.11%,-0.11%,0.02%,1.80%,1.59%,1.72%,-0.20%,-0.63%,-0.57%,0.0513,0.0762,0.09515,108.67,22799.81,3022.55,0.1478,0.1265
2019/10/28 0:00,0.00021,0.13%,1.54%,1.65%,-0.12%,-0.09%,0.03%,1.80%,1.63%,1.77%,-0.21%,-0.60%,-0.56%,0.0522,0.07605,0.09515,108.95,22867.27,3039.42,0.1493,0.1311
2019/10/29 0:00,-0.00005,0.13%,1.51%,1.61%,-0.12%,-0.09%,0.04%,1.79%,1.63%,1.76%,-0.22%,-0.60%,-0.55%,0.05265,0.076,0.09485,108.89,22974.13,3036.89,0.1483,0.132
2019/10/30 0:00,0.00008,0.13%,1.49%,1.59%,-0.11%,-0.09%,0.03%,1.78%,1.57%,1.69%,-0.18%,-0.60%,-0.56%,0.0502,0.0759,0.0948,108.85,22843.12,3046.77,0.1549,0.1233
2019/10/31 0:00,0.00005,0.12%,1.45%,1.55%,-0.11%,-0.11%,0.01%,1.78%,1.48%,1.61%,-0.16%,-0.63%,-0.59%,0.0535,0.0773,0.0951,108.03,22927.04,3037.56,0.1425,0.1322
2019/11/1 0:00,0.00021,0.13%,1.50%,1.59%,-0.11%,-0.13%,-0.02%,1.77%,1.52%,1.63%,-0.15%,-0.65%,-0.62%,0.0507,0.0774,0.095,108.19,22850.77,3066.91,0.1427,0.123
2019/11/4 0:00,0.00021,0.13%,1.56%,1.64%,-0.11%,-0.13%,-0.02%,1.77%,1.57%,1.70%,-0.13%,-0.65%,-0.62%,0.05,0.07725,0.09565,108.58,,3078.27,,0.1283
2019/11/5 0:00,0.00054,0.14%,1.58%,1.67%,-0.10%,-0.08%,0.04%,1.77%,1.64%,1.78%,-0.08%,-0.60%,-0.56%,0.05105,0.0773,0.0957,109.16,23251.99,3074.62,0.1467,0.131
2019/11/6 0:00,0.00066,0.15%,1.59%,1.69%,-0.09%,-0.06%,0.06%,1.76%,1.61%,1.75%,-0.07%,-0.57%,-0.54%,0.0507,0.07695,0.09555,108.98,23303.82,3076.78,0.1518,0.1262
2019/11/7 0:00,0.00061,0.14%,1.61%,1.71%,-0.10%,-0.03%,0.08%,1.76%,1.71%,1.84%,-0.06%,-0.54%,-0.52%,0.05095,0.07685,0.09565,109.28,23330.32,3085.18,0.1433,0.1273
2019/11/8 0:00,0.00073,0.14%,1.64%,1.73%,-0.10%,-0.02%,0.10%,1.76%,1.72%,1.86%,-0.07%,-0.55%,-0.51%,0.05,0.0773,0.0962,109.26,23391.87,3093.08,0.1464,0.1207
2019/11/11 0:00,0.00109,0.13%,1.63%,1.73%,-0.10%,-0.03%,0.09%,1.76%,1.72%,1.86%,-0.05%,-0.55%,-0.52%,0.0504,0.0773,0.09625,109.05,23331.84,3087.01,0.1467,0.1269
2019/11/12 0:00,0.0013,0.15%,1.60%,1.70%,-0.10%,-0.01%,0.12%,1.76%,1.71%,1.85%,-0.04%,-0.53%,-0.49%,0.05275,0.07695,0.09615,109.01,23520.01,3091.84,0.1414,0.1268
2019/11/13 0:00,0.00107,0.14%,1.58%,1.68%,-0.10%,-0.03%,0.10%,1.77%,1.65%,1.80%,-0.01%,-0.56%,-0.53%,0.05495,0.07735,0.0963,108.82,23319.87,3094.04,0.1543,0.13
2019/11/14 0:00,0.00112,0.14%,1.54%,1.64%,-0.09%,-0.04%,0.07%,1.76%,1.59%,1.73%,-0.03%,-0.56%,-0.54%,0.0573,0.07725,0.09665,108.42,23141.55,3096.63,0.1585,0.1305
2019/11/15 0:00,0.00128,0.15%,1.54%,1.64%,-0.11%,-0.04%,0.08%,1.73%,1.61%,1.74%,-0.03%,-0.55%,-0.53%,0.0537,0.0775,0.09625,108.8,23303.32,3120.46,0.148,0.1205
2019/11/18 0:00,0.00141,0.15%,1.54%,1.65%,-0.10%,-0.05%,0.07%,1.72%,1.59%,1.72%,-0.02%,-0.55%,-0.53%,0.0538,0.0772,0.0963,108.68,23416.76,3122.03,0.1437,0.1246
2019/11/19 0:00,0.00154,0.16%,1.53%,1.64%,-0.10%,-0.05%,0.07%,1.72%,1.55%,1.68%,-0.01%,-0.54%,-0.52%,0.05355,0.0771,0.09615,108.54,23292.65,3120.18,0.1449,0.1286
2019/11/20 0:00,0.00123,0.14%,1.52%,1.62%,-0.10%,-0.06%,0.05%,1.72%,1.52%,1.65%,0.00%,-0.55%,-0.53%,0.05395,0.0772,0.0961,108.61,23148.57,3108.46,0.1507,0.1278
2019/11/21 0:00,0.00124,0.14%,1.54%,1.64%,-0.10%,-0.06%,0.05%,1.71%,1.55%,1.67%,-0.01%,-0.55%,-0.53%,0.0533,0.0772,0.09615,108.63,23038.58,3103.54,0.1557,0.1313
2019/11/22 0:00,0.00113,0.14%,1.53%,1.64%,-0.10%,-0.05%,0.06%,1.70%,1.55%,1.68%,0.00%,-0.54%,-0.51%,0.05195,0.0771,0.0962,108.66,23112.88,3110.29,0.1518,0.1234
2019/11/25 0:00,0.00104,0.14%,1.54%,1.64%,-0.10%,-0.05%,0.05%,1.70%,1.55%,1.67%,0.04%,-0.54%,-0.51%,0.0503,0.0768,0.09625,108.93,23292.81,3133.64,0.1484,0.1187
2019/11/26 0:00,0.001,0.14%,1.54%,1.64%,-0.10%,-0.06%,0.05%,1.70%,1.54%,1.66%,0.02%,-0.54%,-0.51%,0.0464,0.07605,0.096,109.05,23373.32,3140.52,0.1443,0.1154
2019/11/27 0:00,0.00088,0.13%,1.55%,1.65%,-0.09%,-0.06%,0.05%,1.69%,1.58%,1.69%,0.05%,-0.54%,-0.51%,0.04475,0.0754,0.09565,109.54,23437.77,3153.63,0.1402,0.1175
2019/11/28 0:00,0.00091,0.13%,1.55%,1.65%,-0.16%,-0.05%,0.06%,1.71%,1.58%,1.69%,-1.05%,-0.53%,-0.50%,0.0441,0.07525,0.09575,109.51,23409.14,,0.1419,
2019/11/29 0:00,0.00087,0.14%,1.53%,1.63%,-0.19%,-0.05%,0.06%,1.70%,1.59%,1.71%,-1.12%,-0.53%,-0.50%,0.044725,0.0752,0.096,109.49,23293.91,3140.98,0.1437,0.1262
2019/12/2 0:00,0.00096,0.14%,1.56%,1.67%,-0.19%,-0.02%,0.10%,1.69%,1.61%,1.75%,-1.15%,-0.51%,-0.46%,0.048575,0.075675,0.09655,108.98,23529.5,3113.87,0.1385,0.1491
2019/12/3 0:00,0.00084,0.14%,1.52%,1.64%,-0.21%,-0.03%,0.08%,1.70%,1.51%,1.65%,-1.12%,-0.50%,-0.45%,0.055225,0.076275,0.09605,108.63,23379.81,3093.2,0.1477,0.1596
2019/12/4 0:00,0.00081,0.13%,1.56%,1.68%,-0.21%,-0.02%,0.09%,1.71%,1.57%,1.71%,-0.98%,-0.50%,-0.46%,0.053075,0.075625,0.09585,108.86,23135.23,3112.76,0.1645,0.148
2019/12/5 0:00,0.001,0.15%,1.57%,1.69%,-0.20%,-0.01%,0.09%,1.71%,1.60%,1.75%,-1.08%,-0.50%,-0.46%,0.048175,0.0751,0.0957,108.76,23300.09,3117.43,0.1544,0.1452
2019/12/6 0:00,0.00108,0.16%,1.60%,1.72%,-0.19%,-0.01%,0.10%,1.72%,1.63%,1.78%,-1.10%,-0.50%,-0.45%,0.04925,0.07505,0.09535,108.58,23354.4,3145.91,0.1532,0.1362
2019/12/9 0:00,0.00098,0.15%,1.60%,1.70%,-0.18%,0.00%,0.10%,1.72%,1.63%,1.76%,-1.11%,-0.49%,-0.45%,0.05105,0.075,0.09545,108.56,23430.7,3135.96,0.157,0.1586
2019/12/10 0:00,0.00092,0.15%,1.62%,1.71%,-0.19%,-0.01%,0.10%,1.74%,1.65%,1.78%,-1.19%,-0.50%,-0.47%,0.05205,0.074875,0.09525,108.72,23410.19,3132.52,0.1598,0.1568
2019/12/11 0:00,0.00112,0.16%,1.61%,1.71%,-0.20%,-0.01%,0.09%,1.74%,1.61%,1.73%,-1.28%,-0.50%,-0.47%,0.049225,0.074775,0.095,108.56,23391.86,3141.63,0.1621,0.1499
2019/12/12 0:00,0.00112,0.16%,1.64%,1.73%,-0.20%,-0.01%,0.09%,1.74%,1.71%,1.84%,-1.20%,-0.50%,-0.46%,0.04795,0.07445,0.09535,109.31,23424.81,3168.57,0.1593,0.1394
2019/12/13 0:00,0.00088,0.15%,1.63%,1.72%,-0.16%,-0.01%,0.09%,1.74%,1.63%,1.76%,-1.01%,-0.50%,-0.48%,0.0467,0.073825,0.09515,109.38,24023.1,3168.8,0.1474,0.1263
2019/12/16 0:00,0.00086,0.16%,1.65%,1.74%,-0.15%,0.00%,0.10%,1.74%,1.69%,1.83%,-1.05%,-0.49%,-0.46%,0.044575,0.073475,0.09485,109.55,23952.35,3191.45,0.1368,0.1214
2019/12/17 0:00,0.00134,0.17%,1.67%,1.76%,-0.15%,0.01%,0.10%,1.76%,1.70%,1.84%,-1.11%,-0.47%,-0.45%,0.043475,0.0737,0.0949,109.48,24066.12,3192.52,0.1298,0.1229
2019/12/18 0:00,0.00153,0.18%,1.69%,1.77%,-0.14%,0.02%,0.10%,1.76%,1.72%,1.87%,-1.05%,-0.47%,-0.44%,0.041825,0.073525,0.0946,109.55,23934.43,3191.14,0.1354,0.1258
2019/12/19 0:00,0.00194,0.19%,1.71%,1.79%,-0.13%,0.03%,0.12%,1.79%,1.73%,1.88%,-0.74%,-0.44%,-0.42%,0.041425,0.073,0.0945,109.37,23864.85,3205.37,0.1322,0.125
2019/12/20 0:00,0.0017,0.19%,1.69%,1.78%,-0.11%,0.04%,0.13%,1.78%,1.73%,1.89%,-0.69%,-0.41%,-0.39%,0.0395,0.072775,0.09455,109.44,23816.63,3221.22,0.1352,0.1251
2019/12/23 0:00,0.00144,0.18%,1.68%,1.77%,-0.10%,0.04%,0.14%,1.79%,1.75%,1.90%,-0.62%,-0.42%,,0.03945,0.07285,0.09465,109.4,23821.11,3224.01,0.1385,0.1261
2019/12/24 0:00,0.00129,0.16%,1.68%,1.76%,-0.09%,0.04%,0.14%,1.80%,1.72%,1.87%,-0.75%,-0.42%,,0.039225,0.07265,0.0947,109.39,23830.58,3223.38,0.1393,0.1267
2019/12/25 0:00,0.00124,0.16%,1.68%,1.76%,-0.09%,0.02%,0.11%,1.80%,1.72%,1.87%,-0.83%,-0.43%,,0.039375,0.07265,0.09485,109.38,23782.87,,0.1377,
2019/12/26 0:00,0.00143,0.17%,1.67%,1.75%,-0.09%,0.03%,0.12%,1.80%,1.72%,1.86%,-0.86%,-0.42%,-0.41%,0.04105,0.07265,0.09465,109.63,23924.92,3239.91,0.1367,0.1265
2019/12/27 0:00,0.00144,0.17%,1.64%,1.74%,-0.08%,0.03%,0.12%,1.80%,1.70%,1.85%,-0.10%,-0.43%,-0.40%,0.0439,0.0723,0.0946,109.44,23837.72,3240.02,0.1369,0.1343
2019/12/30 0:00,0.0014,0.16%,1.66%,1.75%,-0.08%,0.03%,0.12%,1.78%,1.70%,1.86%,-0.08%,-0.44%,-0.43%,0.04825,0.072625,0.0933,108.88,23656.62,3221.29,0.148,0.1482
2019/12/31 0:00,0.00141,0.16%,1.70%,1.79%,-0.08%,0.03%,0.12%,1.76%,1.73%,1.91%,-0.07%,-0.43%,-0.41%,0.0536,0.07295,0.09345,108.61,,3230.78,,0.1378
2020/1/1 0:00,0.00142,0.17%,1.70%,1.78%,-0.08%,0.03%,0.12%,1.76%,1.73%,1.90%,-0.08%,-0.43%,-0.41%,0.05415,0.07295,0.09345,108.76,,,,
2020/1/2 0:00,0.00143,0.17%,1.72%,1.80%,-0.08%,0.03%,0.12%,1.73%,1.69%,1.86%,-0.02%,-0.44%,-0.41%,0.04995,0.0726,0.0934,108.57,,3257.85,,0.1247
2020/1/3 0:00,0.00144,0.17%,1.71%,1.78%,-0.09%,0.03%,0.12%,1.71%,1.61%,1.76%,-0.08%,-0.44%,-0.42%,0.054875,0.0734,0.09345,108.09,,3234.85,,0.1402
